"NOMBRE DE LA SERIE",D_1NBAS972,D_1NBAC972,D_1NBAD972,D_1NBAE972,D_1NBAF472,D_1NBAS572,D_1NBAC572,D_1NBAD572,D_1NBAE572,D_1NBAF572,D_1T9H0000,D_1T9H0010,D_1T9H0011,D_1T9H0004,D_1E723706.EUR,D_1T9L0001,D_1T9L0002,D_1T9L0008,D_1T9L0009,D_1T9VM001,D_1T9VM002,D_1T9VM003,D_1T9VM004,D_1T9H0011,D_1T9VM006,D_1T9VM007,D_1T9VM008,D_1T9VM009,D_1T9VM010,D_1TFECHABOE,D_1TFECHABOE2,D_1TFECHABOE4,D_1TFECHABOE3,D_1T9H0000,D_1T9H0000A,D_1T9H0000B,D_1T9H0000C
"SEP 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.088,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.000,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.031,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.729,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.829,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.954,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.881,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.493,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",18.099,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",18.329,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",19.467,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",20.183,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",19.728,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",19.806,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",19.796,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1983","_","_","_","_","_","_","_","_","_","_","_","_","_","_",18.607,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",19.065,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",18.850,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.863,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.308,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.914,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.214,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.395,8.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.589,8.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.334,8.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.165,8.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.065,8.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1984","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.589,8.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.000,11.000,13.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.653,11.000,13.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.437,11.000,13.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.109,11.000,13.000,13.7500,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.387,11.000,13.000,13.7500,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.173,11.000,13.000,13.7500,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.727,11.000,13.000,13.7500,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.246,11.000,13.000,13.7500,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.252,11.000,13.000,13.7500,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.291,11.000,13.000,13.7500,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.009,11.000,13.000,13.7500,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1985","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.869,11.000,13.000,13.7500,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.123,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.811,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.142,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.176,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.418,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.673,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.148,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.814,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.436,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.208,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.262,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1986","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.417,10.500,12.500,13.1250,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.940,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.078,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.228,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.209,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.430,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.998,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.880,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.383,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.410,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.058,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.183,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1987","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.035,9.500,11.500,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.673,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.879,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.030,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",10.953,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.279,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",10.588,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",10.866,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.039,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.599,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.842,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.024,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.907,9.000,11.000,11.5000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.788,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.996,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.522,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1989","_","_","_","_","_","_","_","_","_","_","_","_","_",13.172,15.072,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1989","_","_","_","_","_","_","_","_","_","_","_","_","_",13.395,14.983,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1989","_","_","_","_","_","_","_","_","_","_","_","_","_",13.568,14.965,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1989","_","_","_","_","_","_","_","_","_","_","_","_","_",13.661,15.250,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1989","_","_","_","_","_","_","_","_","_","_","_","_","_",13.711,15.057,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1989","_","_","_","_","_","_","_","_","_","_","_","_","_",13.741,14.766,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1989","_","_","_","_","_","_","_","_","_","_","_","_","_",13.779,14.717,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1989","_","_","_","_","_","_","_","_","_","_","_","_","_",13.833,15.212,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1989","_","_","_","_","_","_","_","_","_","_","_","_","_",13.940,15.896,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.064,15.643,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.211,15.703,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.401,15.786,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.556,15.446,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.665,15.461,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.646,15.260,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.638,15.200,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.646,15.317,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.688,15.714,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1990","_","_","_","_","_","_","_","_","_","_","_","_","_",14.701,15.319,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1990","_","_","_","_","_","_","_","_","_","_",16.770,"_","_",14.696,15.197,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.770,"_","_","_"
"DIC 1990","_","_","_","_","_","_","_","_","_","_",16.660,"_","_",14.706,15.268,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.660,"_","_","_"
"ENE 1991","_","_","_","_","_","_","_","_","_","_",16.920,"_","_",14.718,15.292,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.920,"_","_","_"
"FEB 1991","_","_","_","_","_","_","_","_","_","_",16.760,"_","_",14.631,14.585,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.760,"_","_","_"
"MAR 1991","_","_","_","_","_","_","_","_","_","_",16.760,"_","_",14.327,13.590,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.760,"_","_","_"
"ABR 1991","_","_","_","_","_","_","_","_","_","_",16.540,"_","_",13.912,13.136,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.540,"_","_","_"
"MAY 1991","_","_","_","_","_","_","_","_","_","_",16.330,"_","_",13.463,12.519,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.330,"_","_","_"
"JUN 1991","_","_","_","_","_","_","_","_","_","_",15.930,"_","_",13.043,12.233,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.930,"_","_","_"
"JUL 1991","_","_","_","_","_","_","_","_","_","_",15.730,"_","_",12.619,12.646,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.730,"_","_","_"
"AGO 1991","_","_","_","_","_","_","_","_","_","_",15.620,"_","_",12.289,12.656,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.620,"_","_","_"
"SEP 1991","_","_","_","_","_","_","_","_","_","_",15.740,"_","_",12.053,12.274,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.740,"_","_","_"
"OCT 1991","_","_","_","_","_","_","_","_","_","_",15.450,"_","_",11.892,12.436,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.450,"_","_","_"
"NOV 1991","_","_","_","_","_","_","_","_","_","_",15.460,"_","_",11.890,12.682,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.460,"_","_","_"
"DIC 1991","_","_","_","_","_","_","_","_","_","_",15.210,"_","_",11.906,12.925,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.210,"_","_","_"
"ENE 1992","_","_","_","_","_","_","_","_","_","_",15.210,"_","_",11.821,12.761,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.210,"_","_","_"
"FEB 1992","_","_","_","_","_","_","_","_","_","_",15.120,"_","_",11.722,12.572,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.120,"_","_","_"
"MAR 1992","_","_","_","_","_","_","_","_","_","_",15.000,"_","_",11.701,12.528,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.000,"_","_","_"
"ABR 1992","_","_","_","_","_","_","_","_","_","_",14.820,"_","_",11.691,12.567,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.820,"_","_","_"
"MAY 1992","_","_","_","_","_","_","_","_","_","_",14.930,"_","_",11.627,12.485,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.930,"_","_","_"
"JUN 1992","_","_","_","_","_","_","_","_","_","_",14.730,"_","_",11.638,12.794,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.730,"_","_","_"
"JUL 1992","_","_","_","_","_","_","_","_","_","_",14.760,"_","_",11.824,13.137,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.760,"_","_","_"
"AGO 1992","_","_","_","_","_","_","_","_","_","_",14.920,"_","_",12.107,13.892,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.920,"_","_","_"
"SEP 1992","_","_","_","_","_","_","_","_","_","_",14.960,"_","_",12.483,14.173,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.960,"_","_","_"
"OCT 1992","_","_","_","_","_","_","_","_","_","_",15.150,"_","_",12.875,14.173,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.150,"_","_","_"
"NOV 1992","_","_","_","_","_","_","_","_","_","_",15.240,"_","_",13.128,14.119,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.240,"_","_","_"
"DIC 1992","_","_","_","_","_","_","_","_","_","_",15.410,"_","_",13.337,14.507,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.410,"_","_","_"
"ENE 1993","_","_","_","_","_","_","_","_","_","_",15.440,"_","_",13.351,13.843,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.440,"_","_","_"
"FEB 1993","_","_","_","_","_","_","_","_","_","_",15.420,"_","_",13.146,13.051,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.420,"_","_","_"
"MAR 1993","_","_","_","_","_","_","_","_","_","_",15.260,"_","_",12.814,13.245,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.260,"_","_","_"
"ABR 1993","_","_","_","_","_","_","_","_","_","_",15.180,"_","_",12.442,13.028,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.180,"_","_","_"
"MAY 1993","_","_","_","_","_","_","_","_","_","_",14.890,"_","_",12.077,11.963,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.890,"_","_","_"
"JUN 1993","_","_","_","_","_","_","_","_","_","_",14.280,"_","_",11.541,10.409,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14.280,"_","_","_"
"JUL 1993","_","_","_","_","_","_","_","_","_","_",13.860,"_","_",11.067,10.221,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.860,"_","_","_"
"AGO 1993","_","_","_","_","_","_","_","_","_","_",13.780,"_","_",10.563,9.784,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.780,"_","_","_"
"SEP 1993","_","_","_","_","_","_","_","_","_","_",13.430,"_","_",10.016,9.334,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.430,"_","_","_"
"OCT 1993","_","_","_","_","_","_","_","_","_","_",12.690,"_","_",9.475,9.102,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.690,"_","_","_"
"NOV 1993","_","_","_","_","_","_","_","_","_","_",12.030,"_","_",9.000,8.742,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.030,"_","_","_"
"DIC 1993","_","_","_","_","_","_","_","_","_","_",11.730,"_","_",8.607,8.238,10.000,12.000,12.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.730,"_","_","_"
"ENE 1994","_","_","_","_","_","_","_","_","_","_",11.351,"_","_",8.236,8.090,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.351,"_","_","_"
"FEB 1994","_","_","_","_","_","_","_","_","_","_",11.079,"_","_",8.027,8.139,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",11.079,"_","_","_"
"MAR 1994","_","_","_","_","_","_","_","_","_","_",10.792,"_","_",7.959,8.041,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",10.792,"_","_","_"
"ABR 1994","_","_","_","_","_","_","_","_","_","_",10.535,"_","_",7.966,7.879,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",10.535,"_","_","_"
"MAY 1994","_","_","_","_","_","_","_","_","_","_",10.277,"_","_",8.069,7.835,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",10.277,"_","_","_"
"JUN 1994","_","_","_","_","_","_","_","_","_","_",10.124,"_","_",8.363,8.198,9.000,11.000,11.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",10.124,"_","_","_"
